id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
12970,2025-05-27,1676,63,2,12,1468.56,254.63,278416.59
12971,2025-08-10,2008,64,14,8,1037.48,168.38,178046.82
12973,2026-02-16,813,56,3,11,23231.0,57.4,5697.71
12977,2025-04-28,2293,78,2,3,712.14,154.33,34719.51
12979,2025-12-20,776,57,8,12,92353.0,214.88,76234.98
12986,2025-03-13,2155,34,5,1,105.5,24.78,13963.46
12997,2025-12-15,1139,58,10,7,1110.73,224.1,84438.18
12998,2025-09-20,1483,20,13,7,1096.09,263.83,23442.13
13007,2026-01-28,1175,77,12,3,1.02859,161.93,201228.76
13011,2025-03-31,474,61,12,9,1398.69,255.53,168962.94
13019,2025-06-30,282,51,12,4,142.74,29.46,19957.75
13048,2025-09-15,2815,24,14,12,1698.76,253.62,242868.33
13063,2025-12-24,238,61,8,12,546.01,47.43,23784.51
13067,2026-02-01,1684,52,1,9,1.43702,323.42,248011.34
13068,2025-10-28,2402,49,12,10,166.63,40.98,7853.6
13081,2025-09-14,1027,9,6,10,83463.0,176.24,114647.8
13083,2025-09-18,804,29,7,1,1471.91,360.23,165715.25
13093,2025-09-03,2772,39,9,6,1.70507,190.58,46078.68
13105,2025-09-19,3679,60,3,3,1.30128,147.08,248961.06
13112,2025-12-26,667,4,10,10,1.39671,249.84,58633.31
13113,2025-05-29,1334,117,5,10,257.91,52.22,19815.88
13119,2026-01-08,457,54,11,6,1.70847,134.31,273406.36
13127,2025-04-07,246,49,13,6,169.81,41.0,8738.42
13131,2026-02-11,318,39,12,6,887.54,97.01,163420.03
13132,2025-12-15,2894,55,6,7,1779.39,173.37,75037.66
13133,2025-04-27,27,30,5,9,1488.53,360.09,155994.56
13153,2025-02-25,421,12,1,4,1257.85,265.32,239119.29
13169,2026-01-03,1146,41,15,10,870.92,108.18,69948.65
13178,2025-11-18,2297,78,12,8,1825.31,141.96,56720.65
13180,2025-06-19,2218,6,4,12,1588.49,354.55,227323.13
13183,2025-10-28,1659,32,11,7,14301.0,28.05,11395.38
13186,2025-02-05,1500,117,8,1,381.15,73.38,12483.55
13189,2025-08-07,790,68,9,4,1246.21,166.68,141546.72
13210,2025-01-01,1535,8,4,3,917.52,165.73,114065.9
13211,2026-01-31,598,63,12,1,284.68,21.15,17565.72
13214,2025-10-16,1857,24,14,3,82232.0,986.23,132494.86
13216,2025-06-05,991,72,7,11,1972.67,184.24,45854.7
13219,2025-11-29,2818,51,9,9,1952.28,188.52,51043.65
13220,2025-05-26,2692,32,3,1,81309.0,103.28,102202.63
13225,2025-10-15,701,61,15,4,1505.74,196.9,162017.15
13237,2025-08-23,2731,41,15,2,718.96,76.15,27582.09
13239,2025-06-25,2873,33,7,9,1436.0,230.67,171899.82
13247,2026-11-02,1212,18,6,8,478.14,88.75,51453.34
13252,2025-05-15,1964,40,13,11,1970.9,165.43,366563.24
13254,2025-08-26,2051,28,7,1,1284.39,170.96,230989.76
13273,2025-09-05,892,25,6,3,1663.02,404.01,84206.13
13281,2025-05-10,1909,55,13,9,1959.43,113.36,228270.0
13290,2025-10-13,108,42,11,7,1110.12,257.91,188861.04
13296,2025-08-03,247,29,5,7,664.9,96.01,102925.25
13303,2025-04-22,2567,44,13,4,1268.64,105.49,124915.39
13310,2025-12-22,2818,64,11,3,1090.95,210.21,207272.21
13315,2025-07-15,1241,43,2,10,1715.08,110.01,200188.02
13321,2026-02-13,1552,37,4,4,1.07311,70.88,90864.07
13325,2025-05-06,2932,65,8,10,1854.51,216.01,334597.01
13346,2025-04-30,2256,80,11,5,1356.16,115.58,40476.38
13358,2025-08-12,946,66,13,4,80034.0,43.95,74059.68
13360,2026-09-01,759,17,9,4,85.0,8.82,16426.13
13363,2025-09-23,716,71,15,9,1985.19,312.64,278247.19
13379,2025-02-11,1797,53,15,9,1474.39,367.77,184128.61
13385,2025-03-08,1566,8,15,5,1.22688,125.88,154993.97
13390,2025-09-27,2194,16,12,6,1865.32,211.84,220906.95
13394,2025-07-01,2520,78,1,4,1001.84,1221.87,35647.32
13396,2025-06-28,1867,54,3,2,923.74,53.43,162254.82
13400,2025-01-27,1105,57,3,8,1468.37,172.22,101542.28
13410,2025-02-25,777,2,12,11,1202.1,297.2,198449.23
13422,2025-06-29,2598,11,13,11,1533.57,140.62,118213.71
13429,2025-02-20,1751,59,3,2,592.21,59.27,27392.34
13441,2025-01-23,1635,31,5,9,1338.44,279.8,42653.04
13444,2026-09-01,111,20,9,2,580.3,55.21,109001.78
13449,2025-11-04,1967,15,11,8,24492.0,33.49,11358.37
13450,2025-04-29,1932,36,4,2,1068.06,158.26,129722.91
13451,2025-11-08,2739,49,15,1,1.52447,98.97,77831.53
13456,2025-06-21,1486,11,6,9,379.72,62.39,33583.47
13464,2025-04-09,595,47,12,7,1043.52,156.46,127328.4
13465,2025-03-17,62,10,3,12,949.97,232.83,119014.96
13472,2025-10-21,822,14,10,12,1087.41,154.35,185372.17
13476,2025-12-05,2442,3,12,9,1.6557,367.52,159849.62
13489,2025-06-16,236,37,11,11,1295.38,84.35,56851.39
13495,2025-11-18,817,57,6,3,57957.0,72.08,12626.23
13521,2025-03-13,1682,54,12,8,1847.99,440.62,293343.81
13530,2025-07-01,2663,44,14,3,1915.83,370.59,114662.84
13542,2025-10-18,959,72,3,10,815.88,125.01,122745.49
13553,2025-02-11,592,26,10,12,1688.56,89.12,186409.11
13554,2025-07-12,1178,76,5,10,16379.0,26.08,24947.79
13557,2025-09-30,1193,10,1,2,49335.0,49.77,48598.7
13560,2025-04-07,99,60,2,5,1688.63,139.23,61078.59
13580,2025-09-29,1849,64,2,8,-65104.0,98.58,34441.64
13600,2025-12-16,1194,48,3,3,1653.82,335.97,90893.13
13604,2025-05-14,1550,53,11,3,1322.22,281.98,37174.0
13605,2026-02-13,527,18,9,5,94029.0,220.72,131365.39
13606,2025-11-23,2582,78,3,6,1628.59,290.66,240460.73
13608,2025-01-28,1564,32,12,3,1178.45,254.46,165281.68
13613,2025-10-25,2606,32,1,11,1295.28,239.71,98303.15
13617,2026-01-26,824,8,11,4,1264.93,168.15,192843.66
13629,2025-07-01,1687,3,6,3,1065.27,257.81,138844.34
13641,2026-02-17,2823,29,12,3,1405.77,97.57,150053.98
13650,2025-11-04,1539,35,1,10,0.0,73.26,81244.59
13664,2025-06-13,214,66,12,8,48231.0,89.87,34707.83
13666,2025-02-24,2611,61,5,3,1269.56,312.68,243225.93
13669,2025-03-19,1083,58,8,2,1.28925,199.86,236429.21
13679,2025-07-22,2017,17,14,12,1.82565,147.02,190305.68
13680,2025-05-23,1352,30,15,6,1757.9,417.79,252875.5
13684,2025-05-30,1995,62,5,8,391.01,76.43,36415.4
13685,2025-07-16,659,57,13,6,1306.11,227.0,169118.81
13699,2025-10-04,703,7,6,7,1.4431,230.76,200935.52
13705,2025-12-11,2517,47,14,10,71410.0,44.12,124516.94
13706,2025-09-03,2934,43,3,12,629.31,113.13,98274.02
13717,2026-02-12,1133,67,14,11,94316.0,132.18,99702.37
13719,2025-11-17,1932,55,5,3,1057.44,79.36,86458.1
13734,2025-02-10,1243,49,6,7,1780.71,134.25,87659.65
13735,2025-04-14,1351,37,9,1,972.76,154.56,36945.78
13747,2025-12-09,1632,69,3,5,363.41,34.39,39461.78
13754,2025-06-19,2705,34,14,2,17473.0,25.91,33571.58
13756,2025-06-10,3872,5,12,5,1962.16,191.33,276886.03
13757,2025-03-27,1582,4,1,5,68970.0,44.95,115987.9
13758,2025-03-19,2924,29,6,9,1877.38,134.89,170112.99
13764,2025-07-18,793,42,14,3,155.26,19.06,8950.22
13765,2025-10-06,3680,29,2,8,1066.01,55.99,88287.14
13772,2025-12-20,1199,78,15,11,1962.36,296.53,121148.9
13779,2025-07-11,1103,75,5,7,96017.0,156.63,54159.91
13782,2025-09-15,2491,66,3,12,96.21,11.44,12412.61
13784,2025-12-08,63,24,1,12,706.3,51.32,65678.46
13786,2025-07-10,2511,35,13,4,1496.66,88.55,283853.59
13807,2025-11-27,2491,19,14,6,1657.11,295.13,80530.42
13809,2025-07-20,1325,49,2,10,1288.03,94.96,251870.35
13811,2025-05-25,3789,12,6,7,1.3344,225.65,42034.53
13812,2025-08-29,2806,18,7,3,1622.39,241.25,155664.99
13816,2025-11-28,1449,30,4,10,1134.09,251.23,38015.97
13822,2025-09-08,666,46,15,2,1266.16,121.65,75402.0
13832,2026-01-23,687,43,1,6,1368.26,278.77,180819.72
13837,2025-06-25,2573,58,10,2,707.29,40.05,62875.4
13853,2025-01-25,2617,37,2,7,127.04,15.19,7195.06
13855,2025-03-06,1723,43,10,1,1.82043,290.71,234308.4
13858,2025-03-02,2771,64,7,7,42977.0,53.73,66044.75
13876,2025-02-02,615,74,9,9,911.74,66.58,109318.32
13879,2025-04-13,1840,55,4,3,65659.0,120.49,51190.78
13882,2025-02-17,1220,70,12,12,1.15957,98.51,62797.0
13883,2025-07-15,2490,2,1,1,69648.0,119.06,49839.08
13886,2025-02-15,2646,12,12,6,907.34,221.07,30203.49
13893,2025-05-31,2003,31,8,6,104.19,23.84,8304.82
13898,2025-11-07,2097,28,5,4,1276.5,168.36,145265.96
13907,2025-02-12,2086,38,11,7,781.95,93.75,68413.18
13912,2025-05-13,845,42,15,4,83778.0,46.71,58867.96
13931,2025-12-31,135,4,13,9,187.48,30.88,17248.79
13941,2025-05-07,2683,52,15,6,1757.43,248.58,292820.38
13945,2025-07-09,2604,74,12,12,915.76,161.96,116146.38
13949,2025-01-17,2690,34,3,2,412.13,97.43,58303.77
13962,2026-01-16,2861,46,9,1,1.85715,134.58,242586.91
13964,2025-04-16,1164,66,14,7,1.68808,273.99,333379.71
13967,2025-08-07,1911,60,4,8,669.84,54.82,108984.25
13970,2025-02-24,1933,36,7,5,1428.44,317.89,78183.02
13973,2025-04-30,1465,21,3,4,1.13619,163.67,104918.18
13977,2025-12-02,3541,19,6,9,116.32,11.94,18053.63
13979,2025-07-05,1106,56,4,3,1214.1,181.11,60543.66
13984,2026-02-14,88,45,6,2,338.26,18.59,46150.54
13985,2026-01-01,2199,74,8,7,764.32,166.45,138418.48
13988,2025-04-05,2425,26,11,2,1781.23,115.91,355581.15
13998,2025-02-09,1554,24,6,1,1479.59,226.95,243086.56
14004,2025-08-29,765,74,7,8,76675.0,128.29,15794.32
14008,2025-02-08,1134,24,11,10,411.57,94.02,10077.07
14018,2025-03-06,841,22,7,10,663.54,106.26,45080.24
14025,2025-08-03,3806,42,11,10,414.79,87.76,10568.61
14028,2025-12-12,2286,8,8,1,294.09,50.88,22755.09
14029,2025-01-08,2346,29,14,5,1.55483,289.89,116636.06
14033,2025-01-03,691,58,9,5,62809.0,151.38,65087.03
14043,2025-09-17,2885,67,7,8,1513.58,268.74,176093.79
14044,2025-06-07,1306,15,6,11,1387.79,166.14,179294.53
14051,2025-08-05,1775,60,14,11,1489.59,139.42,63646.65
14052,2025-08-30,1516,43,5,2,54983.0,120.36,11841.45
14054,2025-09-19,1538,44,3,5,58063.0,82.12,25482.44
14056,2025-10-23,1520,9,12,6,1.36536,276.41,215543.14
14062,2026-12-02,677,57,15,12,498.79,108.02,91625.59
14064,2025-02-25,3000,73,5,2,1455.67,111.72,200230.82
14076,2025-12-27,1133,75,11,3,876.46,133.61,100994.98
14087,2025-08-26,2401,71,14,8,1668.29,207.02,189114.89
14094,2025-09-08,397,19,13,9,1884.17,465.34,267102.55
14101,2025-01-08,2822,41,3,12,1626.23,326.11,109823.9
14104,2025-09-25,1070,39,14,2,626.18,71.96,34309.53
14107,2025-12-11,3566,33,6,9,814.86,84.94,111822.84
14108,2025-12-07,1914,38,15,7,-956.56,188.86,35850.57
14112,2025-05-09,2572,26,15,6,1444.05,95.12,136739.94
14120,2025-05-13,1006,44,6,1,1029.27,137.76,67366.61
14122,2025-08-03,1327,33,11,6,1.17464,63.14,178756.69
14133,2025-08-08,1037,18,5,10,16906.0,261.39,31600.03
14143,2025-03-01,375,37,3,2,656.95,57.16,118438.85
14146,2025-05-14,392,75,6,3,1154.92,245.54,208190.4
14151,2025-12-07,1872,12,2,11,1738.12,350.72,288713.21
14156,2025-09-25,747,45,9,11,1692.5,209.59,167467.35
14159,2025-06-17,935,63,4,7,618.08,55.85,69784.97
14169,2026-12-01,1702,58,8,7,31656.0,44.38,18533.54
14173,2025-09-19,709,35,6,1,822.63,167.92,96308.8
14176,2025-08-15,2733,15,9,11,1400.11,248.02,196393.03
14204,2025-05-27,1984,11,12,9,1705.9,102.16,317818.0
14217,2026-01-19,2890,44,1,8,618.64,122.74,37648.58
14223,2025-04-15,1527,42,5,4,159.37,39.37,18292.5
14224,2026-01-15,2099,57,15,9,1836.39,334.12,283716.79
14227,2025-01-01,1460,22,2,7,502.41,79.08,87398.22
14232,2025-08-09,3631,23,14,2,1221.56,215.48,158367.8
14242,2025-04-13,1191,3,3,3,720.42,71.43,143260.79
14244,2025-06-10,156,52,9,8,238.38,26.51,9624.12
14252,2025-11-24,307,56,5,6,909.12,200.74,84001.89
14258,2025-09-25,32,39,3,1,1961.92,317.46,346989.22
14265,2025-08-04,1305,41,13,9,1.89423,453.44,88671.96
14266,2025-05-06,2586,11,13,1,989.13,247.12,141221.65
14268,2025-07-25,1499,5,12,12,161.54,29.97,29823.19
14269,2025-06-01,2801,78,2,6,516.22,36.13,52683.78
14271,2025-07-15,1619,80,4,7,1455.69,188.73,202276.2
14280,2025-04-12,519,18,2,3,1606.55,322.95,130609.71
14283,2026-02-04,2571,68,12,3,86736.0,62.31,53174.25
14284,2025-07-20,2773,68,13,8,834.02,50.92,95002.3
14295,2025-12-06,2234,79,8,12,56.21,12.27,4522.22
14307,2025-11-26,2242,13,8,3,436.5,60.16,38095.06
14315,2025-03-22,2503,19,10,12,1974.7,254.09,123383.02
14331,2025-02-05,311,95,4,8,1.729,299.77,53071.47
14333,2026-08-02,551,38,9,11,60.29,6.85,11900.1
14335,2025-08-05,1361,5,7,10,9748.0,16.43,16482.17
14336,2025-10-27,2104,30,2,10,34108.0,42.36,8646.69
14365,2025-03-24,1227,28,2,9,720.88,124.74,48029.97
14374,2025-02-03,1248,27,3,4,805.68,142.65,19864.45
14376,2026-07-01,2385,74,2,12,1.09317,192.07,200710.02
14377,2026-02-20,2809,26,3,4,373.54,58.2,71203.33
14378,2025-05-30,2807,42,10,6,923.34,164.07,171972.42
14379,2025-02-11,2307,37,2,11,153.76,34.52,11337.37
14381,2025-07-15,95,8,4,3,177.17,21.13,22079.21
14385,2025-12-29,38,38,11,6,1244.54,290.92,135315.64
14388,2026-01-25,350,38,7,3,941.84,95.05,141082.36
14398,2025-07-19,2979,29,15,12,119.46,21.18,19510.01
14399,2025-07-16,2801,6,1,10,763.35,127.3,134717.93
14400,2025-06-28,985,67,13,5,1427.55,216.45,241563.23
14413,2025-12-06,1019,4,13,6,1.29702,245.71,184651.05
14422,2025-09-20,2644,1,12,1,1872.96,358.77,257510.61
14425,2025-05-19,215,9,4,6,939.43,169.78,98395.7
14426,2025-04-11,79,74,15,7,1478.79,79.91,35246.35
14427,2025-04-04,2056,78,3,5,1186.58,117.07,160964.6
14433,2026-01-11,1341,68,11,4,1006.99,215.71,60370.55
14437,2025-02-24,3780,66,15,11,1.85788,135.86,241440.14
14440,2025-03-08,2881,15,14,6,878.47,169.74,105636.77
14455,2025-02-23,2664,23,4,4,1645.8,92.07,233806.47
14456,2025-04-16,847,80,9,10,1.94876,209.55,162738.1
14467,2025-02-27,2601,37,13,2,781.88,101.7,20970.86
14468,2025-06-29,1749,44,8,5,1836.35,206.03,243718.45
14473,2025-09-11,1864,55,13,7,1.12166,152.46,222138.3
14482,2025-08-08,1262,33,4,5,1.70307,270.47,40379.2
14496,2025-04-07,2928,69,13,8,10363.0,8.22,9045.72
14503,2025-07-20,1661,8,11,4,429.65,92.71,46554.16
14505,2025-04-10,438,4,3,1,125.61,8.1,19576.37
14507,2025-01-18,2247,76,4,8,432.31,27.5,49482.32
14510,2025-01-01,1986,70,12,10,837.36,208.81,120831.58
14516,2025-03-02,1276,71,4,6,1385.2,137.74,231040.84
14520,2026-01-12,2176,7,9,9,309.74,60.54,58131.0
14521,2025-06-22,1322,58,12,1,653.33,43.41,120181.21
14525,2026-02-15,915,42,3,5,854.4,167.08,113790.16
14529,2025-01-07,2378,55,11,5,1725.94,233.97,242521.49
14531,2025-05-30,468,21,6,7,74319.0,152.99,57202.3
14532,2025-02-03,714,61,9,3,1234.26,105.36,108111.59
14540,2025-05-14,1001,22,7,8,1491.43,291.54,196243.39
14543,2025-02-12,2085,49,2,9,1670.22,220.45,240536.71
14546,2025-07-21,2424,59,14,1,80716.0,66.18,33711.49
14552,2025-09-05,25,53,2,4,39635.0,38.26,60123.74
14557,2025-03-26,1255,74,11,1,1.02885,256.66,82910.18
14562,2025-08-07,438,31,6,6,1408.36,250.46,211672.51
14602,2025-01-27,2468,37,2,6,1616.68,261.59,188307.49
14604,2025-01-24,2933,19,11,1,1822.54,240.62,55134.31
14607,2025-08-27,2223,70,3,8,1651.01,133.39,122556.85
14612,2025-11-10,2164,2,8,7,266.77,65.23,26824.17
14615,2025-07-22,681,20,12,7,706.62,159.6,74785.98
14617,2025-08-24,218,25,9,2,1.74998,186.1,124574.33
14620,2025-01-29,1559,22,14,7,1744.16,382.83,258698.03
14625,2025-01-06,907,79,5,7,134.16,30.24,22947.98
14629,2025-07-15,1751,68,14,9,1137.61,124.43,52268.63
14639,2026-01-15,123,76,3,8,1467.38,214.91,128880.39
14647,2025-07-01,1492,51,2,7,1700.48,208.87,135861.94
14650,2026-01-19,1178,11,5,4,783.93,137.7,69813.18
14654,2025-07-01,657,6,7,6,1951.22,464.15,237246.35
14655,2025-06-23,2660,66,2,10,84.57,16.91,2372.08
14659,2025-12-29,802,29,4,9,775.14,90.68,139408.85
14664,2025-05-01,2673,8,6,8,720.35,141.26,136699.98
14671,2025-10-10,786,4,7,4,1305.46,104.71,76547.7
14680,2025-01-31,914,13,2,1,61659.0,120.47,52257.44
14686,2025-03-02,2316,7,5,1,19279.0,23.06,20149.34
14697,2025-01-11,1777,31,7,1,1890.26,112.03,173444.89
14704,2025-05-27,498,5,15,3,705.65,56.36,120360.74
14712,2026-01-02,163,98,4,1,1354.02,276.95,156602.01
14713,2026-10-01,2030,21,1,4,1888.87,249.12,281547.03
14716,2025-01-06,2384,39,5,11,508.45,46.3,22569.39
14718,2025-12-22,3632,56,14,1,1901.95,210.18,232747.58
14728,2025-10-02,2635,8,6,5,5168.0,11.19,9276.47
14730,2025-10-31,99,68,5,2,839.72,155.49,138404.13
14732,2025-05-19,802,78,9,7,655.56,81.89,76318.37
14736,2025-03-18,3793,58,15,11,1115.8,191.2,164071.42
14737,2025-06-26,720,10,9,7,982.91,214.74,70852.53
14738,2025-02-16,2259,37,6,1,1391.22,156.89,108263.2
14740,2025-04-09,302,38,3,4,1459.56,328.08,44618.68
14747,2025-01-18,2680,80,6,4,6591.0,10.23,4278.45
14765,2025-11-09,2384,49,12,2,710.54,104.25,55383.07
14769,2025-01-03,943,18,9,7,79.01,6.91,15406.76
14770,2025-08-30,146,4,4,10,1089.29,241.73,39516.36
14772,2025-01-20,2672,68,2,1,1268.72,138.65,117468.62
14781,2025-06-11,759,95,8,12,1752.48,135.19,151620.7
14786,2025-10-13,2484,71,12,11,1.91528,387.18,245892.08
14788,2025-01-20,2656,72,11,7,1476.15,173.85,174451.63
14793,2025-08-12,1262,10,3,8,1.84201,297.37,304950.52
14800,2026-01-31,2448,76,2,4,1473.97,268.5,267508.43
14809,2025-12-09,1260,56,2,6,1.3103,136.51,134922.83
14811,2025-09-05,1413,51,11,3,1867.75,153.43,314091.97
14815,2025-12-25,1093,37,1,6,19559.0,37.72,12343.45
14853,2025-06-01,2691,77,8,3,239.0,38.9,24595.24
14856,2025-08-14,1826,55,2,8,60384.0,78.05,64829.11
14860,2025-03-31,1452,12,2,4,43889.0,107.58,41787.24
14865,2025-07-11,2392,16,14,3,256.82,14.68,43224.09
14868,2025-06-16,1039,35,1,4,95625.0,70.97,153604.79
14875,2025-11-18,2663,10,9,4,953.8,205.03,41931.59
14884,2025-10-27,2128,3,9,5,1604.89,374.84,135409.93
14893,2025-08-21,1803,69,15,12,1264.33,262.84,115891.65
14898,2025-12-07,1224,7,10,10,1966.99,484.48,226811.41
14907,2025-05-12,1360,1,4,12,1426.89,258.58,130023.38
14908,2025-07-31,207,78,5,6,598.43,59.93,96307.95
14912,2025-09-02,2769,27,12,4,367.62,53.12,31458.38
14918,2025-07-01,1830,34,11,7,1439.12,340.34,70240.22
14919,2025-08-27,275,59,7,12,1640.02,382.9,140763.91
14920,2025-02-04,2153,73,11,4,838.84,68.77,21725.68
14923,2025-03-05,118,64,1,2,1060.71,79.48,106822.34
14932,2025-04-23,1181,20,11,12,1014.4,161.54,175465.59
14946,2025-07-05,1373,17,6,3,340.91,72.26,65722.49
14950,2025-10-08,1623,10,15,11,659.55,159.17,94775.64
14961,2025-04-23,1305,44,7,3,466.76,115.93,92909.29
14967,2026-01-25,2174,56,5,8,211.08,50.18,7594.57
14968,2025-08-04,1626,1,13,9,1725.6,294.02,267600.94
14972,2025-06-15,1618,18,3,3,714.32,54.52,83349.9
14975,2025-02-06,1878,52,5,12,525.11,44.14,56233.98
14980,2025-01-31,1561,40,3,6,1606.28,91.77,146161.83
14981,2025-03-10,2084,27,14,5,1061.23,238.38,210185.38
14982,2025-05-10,218,59,11,5,234.94,56.44,17002.73
14992,2025-07-10,1841,30,4,8,1402.69,144.8,146780.5
14993,2026-09-02,1700,72,6,7,110.96,22.34,9897.58
15002,2025-09-02,1161,35,12,12,1946.47,279.92,88087.63
15006,2025-05-17,1600,55,7,11,148.52,28.97,5763.98
15010,2025-09-19,1182,12,14,5,69199.0,45.07,42599.74
15012,2025-01-03,2013,45,11,4,882.48,217.43,65618.97
15016,2025-09-01,992,33,1,3,13449.0,13.77,3714.67
15019,2025-02-11,2024,22,15,2,1812.17,106.39,180323.51
15026,2025-02-25,2606,12,14,1,1905.44,371.92,146498.64
15032,2025-04-08,2990,30,2,5,1582.72,90.51,49289.19
15035,2025-06-24,632,105,11,12,277.86,55.74,28463.38
15046,2025-10-14,1821,52,2,1,920.89,196.66,115818.53
15047,2025-05-03,1988,13,14,4,383.66,20.97,33625.57
15050,2025-02-21,401,48,15,3,1601.98,284.08,144606.96
15054,2025-10-22,2807,63,7,9,444.95,68.04,37721.25
15058,2025-05-26,2151,51,13,10,1632.13,246.22,279014.26
15063,2026-01-14,969,54,8,7,23606.0,48.18,31820.24
15070,2025-07-29,1826,77,3,2,656.72,115.98,111393.88
15079,2025-06-07,2871,18,10,2,992.21,118.3,83910.27
15089,2025-05-27,1899,48,1,5,942.9,152.02,153198.72
15093,2025-06-24,1683,28,13,11,1267.03,95.23,179962.85
15097,2025-08-31,2819,16,4,12,1136.86,81.55,122279.79
15100,2026-02-11,987,63,14,4,256.5,19.38,15387.73
15116,2025-11-22,2691,46,2,7,1356.35,119.75,265609.62
15121,2025-02-08,1072,12,13,5,167.73,37.81,24879.0
15143,2025-03-26,45,38,10,1,1366.23,85.76,43966.05
15145,2025-10-27,2966,5,3,3,60590.0,94.29,114829.67
15164,2025-01-23,2395,52,11,9,1224.38,116.45,162089.71
15181,2025-06-01,1480,2,2,1,1396.44,308.64,229735.81
15183,2025-06-02,1293,14,9,1,14186.0,21.47,17130.75
15187,2025-07-02,1402,45,7,8,1109.49,107.76,182898.59
15201,2025-11-25,296,48,10,3,1.93883,207.5,223315.67
15208,2025-03-04,1075,23,5,11,446.88,84.65,12833.58
15215,2025-05-06,2177,21,3,5,1323.45,247.72,79870.04
15224,2025-11-24,2811,53,7,10,1596.12,289.37,230682.97
15227,2025-08-06,331,72,13,12,1641.06,241.46,322449.1
15256,2025-12-27,739,13,6,4,1698.24,192.96,179602.22
15258,2025-08-08,1715,23,15,1,1.2423,286.94,167554.34
15279,2025-09-30,1302,75,13,5,1.14797,227.35,187961.57
15297,2025-10-06,44,59,8,6,1115.66,269.09,142571.97
15301,2025-05-04,328,62,11,11,1.43645,196.13,124727.41
15307,2025-09-22,417,80,11,11,541.82,114.91,67521.75
15317,2025-11-08,1871,5,7,7,1.48525,218.81,197392.39
15320,2025-06-11,1354,74,13,5,744.22,61.93,131001.14
15321,2025-08-06,2062,61,4,8,-1539.84,292.85,232394.13
15323,2025-08-28,560,26,15,7,12757.0,23.77,12667.39
15340,2025-01-10,1872,11,15,9,328.83,62.94,22561.63
15347,2025-02-03,2962,52,3,12,1.29321,202.21,228842.13
15348,2025-07-08,1569,1,2,8,1088.58,184.75,119816.04
15350,2025-02-22,2948,7,5,1,639.05,147.38,64895.94
15372,2025-09-06,2898,77,3,5,7474.0,14.95,3643.08
15373,2026-01-03,2126,100,5,4,129.25,25.14,20438.36
15375,2025-01-15,1365,71,8,6,1.40158,242.63,260295.43
15395,2025-03-20,1839,69,12,2,1007.51,154.33,159296.53
15398,2025-01-29,2873,73,15,8,1726.48,285.2,112706.59
15400,2025-08-14,1281,20,10,12,-579.78,72.11,107994.89
15407,2025-02-01,2982,23,3,7,1819.4,365.8,229470.8
15414,2025-06-16,2734,74,7,2,271.03,37.44,15042.32
15418,2025-11-20,309,58,2,12,1.74844,184.62,155846.09
15420,2026-02-03,1199,1,9,2,433.82,83.76,41644.74
15422,2025-03-04,250,33,1,7,1175.61,201.78,184359.23
15433,2025-06-08,1150,73,3,5,621.76,98.72,53275.54
15434,2025-10-06,188,59,8,5,874.64,193.54,105184.32
15437,2025-04-27,724,24,1,11,669.04,122.81,17478.73
15439,2025-02-20,6,57,2,4,769.79,150.75,18109.45
15440,2025-08-03,164,26,11,6,455.39,25.67,27385.36
15441,2025-08-10,2773,77,1,11,0.0,100.52,57881.76
15444,2025-03-16,2087,71,10,1,1945.31,469.52,277681.72
15447,2025-01-06,1376,55,4,8,1.00712,161.97,137660.15
15450,2025-02-19,1050,59,14,3,1451.02,96.87,72848.76
15451,2025-06-05,2566,42,5,12,1561.9,89.76,104177.12
15462,2025-06-23,2997,78,6,7,920.75,135.74,55439.0
15474,2026-01-10,1700,58,12,4,1105.23,219.35,214566.12
15475,2025-08-13,202,72,9,7,1775.83,295.37,119309.96
15498,2025-09-14,1616,5,10,8,1.84117,144.15,322176.46
15507,2025-01-03,2067,29,15,6,1711.68,327.35,91055.91
15515,2025-07-15,2868,25,14,7,1.87709,398.05,351731.42
15518,2025-08-18,1395,5,10,2,1311.09,209.18,143100.84
15522,2025-08-22,523,72,11,11,640.42,85.19,40820.25
15527,2025-07-28,1139,73,14,7,1.63677,118.58,228850.54
15532,2025-07-12,1793,1,5,8,994.06,146.13,185037.24
15545,2025-04-20,2126,61,14,8,177.59,36.95,11651.61
15548,2025-05-15,218,50,1,7,1718.26,411.79,289351.07
15557,2026-02-17,1723,58,8,11,36368.0,31.13,25396.78
15560,2025-09-24,1958,42,15,9,63575.0,90.72,34087.25
15561,2025-07-07,365,1,8,11,74.26,8.92,14148.2
15562,2025-10-15,2552,45,9,4,1250.57,275.54,47091.62
15567,2025-03-10,949,69,15,5,1.63474,306.42,33139.82
15571,2025-10-30,621,21,7,11,1379.82,331.41,39834.58
15578,2025-04-06,2204,34,8,11,1694.85,247.07,325168.52
15582,2025-09-04,2346,57,10,12,889.82,56.28,171904.51
15583,2025-04-15,2691,70,12,8,1829.21,355.36,164118.27
15594,2025-01-03,203,54,10,12,1041.43,1485.32,21639.08
15597,2026-01-08,1349,1,9,12,52074.0,121.95,51536.23
15599,2025-11-13,1125,22,6,8,1.43893,336.72,178442.73
15605,2025-07-14,1347,21,9,1,-659.79,95.24,71706.99
15610,2025-03-28,2614,37,5,11,500.64,33.68,53712.14
